"iteration" "lambda0.8" "lambda0.975" "lambda1"
"665" 665 0.37015 0.38826 0.39535
"666" 666 0.37015 0.38826 0.39535
"667" 667 0.37015 0.38801 0.39535
"668" 668 0.37015 0.38801 0.39535
"669" 669 0.37015 0.38801 0.39535
"670" 670 0.37015 0.38801 0.39535
"671" 671 0.37015 0.38801 0.39535
"672" 672 0.37015 0.38801 0.39535
"673" 673 0.37015 0.38801 0.39535
"674" 674 0.37015 0.38801 0.39535
"675" 675 0.37015 0.38801 0.39535
"676" 676 0.37015 0.38801 0.39535
"677" 677 0.37015 0.38801 0.39535
"678" 678 0.37015 0.38801 0.39535
"679" 679 0.37015 0.38801 0.39535
"680" 680 0.37015 0.38801 0.39535
"681" 681 0.37015 0.38801 0.39535
"682" 682 0.37015 0.38801 0.39535
"683" 683 0.37015 0.38801 0.39535
"684" 684 0.37015 0.38801 0.39535
"685" 685 0.37015 0.38801 0.39535
"686" 686 0.37015 0.38801 0.39535
"687" 687 0.37015 0.38801 0.39535
"688" 688 0.37015 0.38801 0.39535
"689" 689 0.37015 0.38801 0.39535
"690" 690 0.37015 0.38801 0.39535
"691" 691 0.37015 0.38801 0.39535
"692" 692 0.37015 0.38801 0.39535
"693" 693 0.37015 0.38801 0.39261
"694" 694 0.37015 0.38801 0.39261
"695" 695 0.37015 0.38801 0.39261
"696" 696 0.37015 0.38801 0.39261
"697" 697 0.37015 0.38801 0.39261
"698" 698 0.37015 0.38801 0.39261
"699" 699 0.37015 0.38801 0.39261
"700" 700 0.37015 0.38801 0.39261
"701" 701 0.37015 0.38801 0.39261
"702" 702 0.37015 0.38801 0.39261
"703" 703 0.37015 0.38801 0.39261
"704" 704 0.37015 0.38801 0.39261
"705" 705 0.37015 0.38801 0.39261
"706" 706 0.37015 0.38801 0.39261
"707" 707 0.37015 0.38801 0.39261
"708" 708 0.37015 0.38801 0.39261
"709" 709 0.37015 0.38801 0.39261
"710" 710 0.37015 0.38801 0.39261
"711" 711 0.37015 0.38801 0.39261
"712" 712 0.37015 0.38801 0.39261
"713" 713 0.37015 0.38801 0.39261
"714" 714 0.37015 0.38801 0.39261
"715" 715 0.37015 0.38801 0.39261
"716" 716 0.37015 0.38801 0.39261
"717" 717 0.37015 0.38801 0.39261
"718" 718 0.37015 0.38801 0.39261
"719" 719 0.37015 0.38801 0.39241
"720" 720 0.37015 0.38801 0.39241
"721" 721 0.37015 0.38801 0.39241
"722" 722 0.37015 0.38801 0.39241
"723" 723 0.37015 0.38801 0.39241
"724" 724 0.37015 0.38801 0.39241
"725" 725 0.37015 0.38801 0.39241
"726" 726 0.37015 0.38801 0.39241
"727" 727 0.37015 0.38801 0.39241
"728" 728 0.37015 0.38801 0.39241
"729" 729 0.37015 0.38801 0.39241
"730" 730 0.37015 0.38801 0.39241
"731" 731 0.37015 0.38801 0.39241
"732" 732 0.37015 0.38801 0.39241
"733" 733 0.37015 0.38801 0.39241
"734" 734 0.37015 0.38801 0.39241
"735" 735 0.37015 0.38801 0.39241
"736" 736 0.37015 0.38801 0.39241
"737" 737 0.37015 0.38801 0.39241
"738" 738 0.37015 0.38801 0.39241
"739" 739 0.37015 0.38801 0.39241
"740" 740 0.37015 0.38801 0.39241
"741" 741 0.37015 0.38801 0.39241
"742" 742 0.37015 0.38801 0.39241
"743" 743 0.37015 0.38801 0.39241
"744" 744 0.37015 0.38801 0.39241
"745" 745 0.37015 0.38801 0.39241
"746" 746 0.37015 0.38801 0.39241
"747" 747 0.37015 0.38801 0.39241
"748" 748 0.37015 0.38801 0.39241
"749" 749 0.37015 0.38801 0.39241
"750" 750 0.37015 0.38801 0.39241
"751" 751 0.37015 0.38801 0.39241
"752" 752 0.37015 0.38801 0.39241
"753" 753 0.37015 0.38801 0.39241
"754" 754 0.37015 0.38801 0.39241
"755" 755 0.37015 0.38801 0.39241
"756" 756 0.37015 0.38801 0.39241
"757" 757 0.37015 0.38801 0.39241
"758" 758 0.37015 0.38801 0.39241
"759" 759 0.37015 0.38801 0.39241
"760" 760 0.37015 0.38801 0.39241
"761" 761 0.37015 0.38801 0.39241
"762" 762 0.37015 0.38801 0.39241
"763" 763 0.37015 0.38801 0.39241
"764" 764 0.37015 0.38801 0.39241
"765" 765 0.37015 0.38801 0.39241
"766" 766 0.37015 0.38801 0.39241
"767" 767 0.37015 0.38801 0.39241
"768" 768 0.37015 0.38801 0.39241
"769" 769 0.37015 0.38801 0.39241
"770" 770 0.37015 0.38801 0.39241
"771" 771 0.37015 0.38801 0.39241
"772" 772 0.37015 0.38801 0.39241
"773" 773 0.37015 0.38801 0.39241
"774" 774 0.37015 0.38801 0.39241
"775" 775 0.37015 0.38801 0.39241
"776" 776 0.37015 0.38801 0.39241
"777" 777 0.37015 0.38801 0.39241
"778" 778 0.37015 0.38801 0.39241
"779" 779 0.37015 0.38801 0.39241
"780" 780 0.37015 0.38801 0.39241
"781" 781 0.37015 0.38801 0.39241
"782" 782 0.37015 0.38801 0.39241
"783" 783 0.37015 0.38801 0.39241
"784" 784 0.37015 0.38801 0.39241
"785" 785 0.37015 0.38801 0.39241
"786" 786 0.37015 0.38801 0.39241
"787" 787 0.37015 0.38801 0.39241
"788" 788 0.37015 0.38801 0.39241
"789" 789 0.37015 0.38801 0.39241
"790" 790 0.37015 0.38801 0.39241
"791" 791 0.37015 0.38801 0.39241
"792" 792 0.37015 0.38801 0.39241
"793" 793 0.37015 0.38801 0.39241
"794" 794 0.37015 0.38801 0.39241
"795" 795 0.37015 0.38801 0.39241
"796" 796 0.37015 0.38801 0.39241
"797" 797 0.37015 0.38801 0.39241
"798" 798 0.37015 0.38801 0.39241
"799" 799 0.37015 0.38801 0.39241
"800" 800 0.37015 0.38801 0.39241
"801" 801 0.37015 0.38801 0.39241
"802" 802 0.37015 0.38801 0.39241
"803" 803 0.37015 0.38801 0.39241
"804" 804 0.37015 0.38801 0.39241
"805" 805 0.37015 0.38801 0.39241
"806" 806 0.37015 0.38801 0.39241
"807" 807 0.37015 0.38801 0.39241
"808" 808 0.37015 0.38801 0.39241
"809" 809 0.37015 0.38801 0.39241
"810" 810 0.37015 0.38801 0.39241
"811" 811 0.37015 0.38801 0.39241
"812" 812 0.37015 0.38801 0.39241
"813" 813 0.37015 0.38801 0.39241
"814" 814 0.37015 0.38801 0.39241
"815" 815 0.37015 0.38801 0.39241
"816" 816 0.37015 0.38801 0.39241
"817" 817 0.37015 0.38801 0.39241
"818" 818 0.37015 0.38801 0.39241
"819" 819 0.37015 0.38801 0.39241
"820" 820 0.37015 0.38801 0.39241
"821" 821 0.37015 0.38801 0.39241
"822" 822 0.37015 0.38801 0.39241
"823" 823 0.37015 0.38801 0.39241
"824" 824 0.37015 0.38801 0.39241
"825" 825 0.37015 0.38801 0.39241
"826" 826 0.37015 0.38801 0.39241
"827" 827 0.37015 0.38801 0.39241
"828" 828 0.37015 0.38801 0.39241
"829" 829 0.37015 0.38801 0.39241
"830" 830 0.37015 0.38681 0.39241
"831" 831 0.37015 0.38681 0.39241
"832" 832 0.37015 0.38681 0.39241
"833" 833 0.37015 0.38681 0.39241
"834" 834 0.37015 0.38681 0.39241
"835" 835 0.37015 0.38681 0.39241
"836" 836 0.37015 0.38681 0.39241
"837" 837 0.37015 0.38681 0.39241
"838" 838 0.37015 0.38681 0.39241
"839" 839 0.37015 0.38681 0.39241
"840" 840 0.37015 0.38681 0.39241
"841" 841 0.37015 0.38681 0.39241
"842" 842 0.37015 0.38681 0.39241
"843" 843 0.37015 0.38681 0.39241
"844" 844 0.37015 0.38681 0.39241
"845" 845 0.37015 0.38681 0.39241
"846" 846 0.37015 0.38681 0.39241
"847" 847 0.37015 0.38681 0.39241
"848" 848 0.37015 0.38681 0.39241
"849" 849 0.37015 0.38681 0.39241
"850" 850 0.37015 0.38681 0.39241
"851" 851 0.37015 0.38681 0.39241
"852" 852 0.37015 0.38681 0.39241
"853" 853 0.37015 0.38681 0.39241
"854" 854 0.37015 0.38681 0.39241
"855" 855 0.37015 0.38681 0.39241
"856" 856 0.37015 0.38681 0.39241
"857" 857 0.37015 0.38681 0.39241
"858" 858 0.37015 0.38681 0.39241
"859" 859 0.37015 0.38681 0.39241
"860" 860 0.37015 0.38681 0.39241
"861" 861 0.37015 0.38681 0.39241
"862" 862 0.37015 0.38681 0.39241
"863" 863 0.37015 0.38681 0.39241
"864" 864 0.37015 0.38681 0.39241
"865" 865 0.37015 0.38681 0.39241
"866" 866 0.37015 0.38681 0.39241
"867" 867 0.37015 0.38681 0.39241
"868" 868 0.37015 0.38681 0.39241
"869" 869 0.37015 0.38681 0.39241
"870" 870 0.37015 0.38681 0.39241
"871" 871 0.37015 0.38681 0.39241
"872" 872 0.37015 0.38681 0.39241
"873" 873 0.37015 0.38681 0.39241
"874" 874 0.37015 0.38681 0.39241
"875" 875 0.37015 0.38681 0.39241
"876" 876 0.37015 0.38681 0.39241
"877" 877 0.37015 0.38681 0.39241
"878" 878 0.37015 0.38681 0.39241
"879" 879 0.37015 0.38681 0.39241
"880" 880 0.37015 0.38681 0.39241
"881" 881 0.37015 0.38681 0.39241
"882" 882 0.37015 0.38681 0.39241
"883" 883 0.37015 0.38681 0.39241
"884" 884 0.37015 0.38681 0.39241
"885" 885 0.37015 0.38681 0.39241
"886" 886 0.37015 0.38681 0.39241
"887" 887 0.37015 0.38681 0.39241
"888" 888 0.37015 0.38681 0.39241
"889" 889 0.37015 0.38681 0.39241
"890" 890 0.37015 0.38681 0.39241
"891" 891 0.37015 0.38681 0.39241
"892" 892 0.37015 0.38681 0.39241
"893" 893 0.37015 0.38681 0.39241
"894" 894 0.37015 0.38681 0.39241
"895" 895 0.37015 0.38681 0.39241
"896" 896 0.37015 0.38681 0.39241
"897" 897 0.37015 0.38681 0.39241
"898" 898 0.37015 0.38681 0.39241
"899" 899 0.37015 0.38681 0.39241
"900" 900 0.37015 0.38681 0.39241
"901" 901 0.37015 0.38681 0.39241
"902" 902 0.37015 0.38681 0.39241
"903" 903 0.37015 0.38681 0.39241
"904" 904 0.37015 0.38681 0.38929
"905" 905 0.37015 0.38681 0.38929
"906" 906 0.37015 0.38681 0.38929
"907" 907 0.37015 0.38681 0.38929
"908" 908 0.37015 0.38681 0.38929
"909" 909 0.37015 0.38681 0.38929
"910" 910 0.37015 0.38681 0.38929
"911" 911 0.37015 0.38681 0.38929
"912" 912 0.37015 0.38681 0.38929
"913" 913 0.37015 0.38681 0.38929
"914" 914 0.37015 0.38681 0.38929
"915" 915 0.37015 0.38681 0.38929
"916" 916 0.37015 0.38681 0.38929
"917" 917 0.37015 0.38681 0.38929
"918" 918 0.37015 0.38681 0.38929
"919" 919 0.37015 0.38681 0.38929
"920" 920 0.37015 0.38681 0.38929
"921" 921 0.37015 0.38681 0.38929
"922" 922 0.37015 0.38681 0.38929
"923" 923 0.37015 0.38681 0.38929
"924" 924 0.37015 0.38681 0.38929
"925" 925 0.37015 0.38681 0.38929
"926" 926 0.37015 0.38681 0.38929
"927" 927 0.37015 0.38681 0.38929
"928" 928 0.37015 0.38681 0.38929
"929" 929 0.37015 0.38681 0.38929
"930" 930 0.37015 0.38681 0.38929
"931" 931 0.37015 0.38681 0.38929
"932" 932 0.37015 0.38681 0.38929
"933" 933 0.37015 0.38681 0.38929
"934" 934 0.37015 0.38681 0.38929
"935" 935 0.37015 0.38681 0.38929
"936" 936 0.37015 0.38681 0.38929
"937" 937 0.37015 0.38681 0.38929
"938" 938 0.37015 0.38681 0.38929
"939" 939 0.37015 0.38681 0.38929
"940" 940 0.37015 0.38681 0.38929
"941" 941 0.37015 0.38681 0.38929
"942" 942 0.37015 0.38681 0.38929
"943" 943 0.37015 0.38681 0.38929
"944" 944 0.37015 0.38681 0.38929
"945" 945 0.37015 0.38681 0.38929
"946" 946 0.37015 0.38681 0.38929
"947" 947 0.37015 0.38681 0.38929
"948" 948 0.37015 0.38681 0.38929
"949" 949 0.37015 0.38681 0.38929
"950" 950 0.37015 0.38681 0.38929
"951" 951 0.37015 0.38681 0.38929
"952" 952 0.37015 0.38681 0.38929
"953" 953 0.37015 0.38681 0.38929
"954" 954 0.37015 0.38681 0.38929
"955" 955 0.37015 0.38681 0.38929
"956" 956 0.37015 0.38681 0.38929
"957" 957 0.37015 0.38681 0.38929
"958" 958 0.37015 0.38681 0.38929
"959" 959 0.37015 0.38681 0.38929
"960" 960 0.37015 0.38681 0.38929
"961" 961 0.37015 0.38681 0.38929
"962" 962 0.37015 0.38681 0.38929
"963" 963 0.37015 0.38681 0.38929
"964" 964 0.37015 0.38681 0.38929
"965" 965 0.37015 0.38681 0.38929
"966" 966 0.37015 0.38681 0.38929
"967" 967 0.37015 0.38681 0.38929
"968" 968 0.37015 0.38681 0.38929
"969" 969 0.37015 0.38681 0.38929
"970" 970 0.37015 0.38681 0.38929
"971" 971 0.37015 0.38681 0.38929
"972" 972 0.37015 0.38681 0.38929
"973" 973 0.37015 0.38681 0.38929
"974" 974 0.37015 0.38681 0.38929
"975" 975 0.37015 0.38681 0.38929
"976" 976 0.37015 0.38681 0.38929
"977" 977 0.37015 0.38681 0.38929
"978" 978 0.37015 0.38681 0.38929
"979" 979 0.37015 0.38681 0.38929
"980" 980 0.37015 0.38681 0.38929
"981" 981 0.37015 0.38681 0.38929
"982" 982 0.37015 0.38681 0.38929
"983" 983 0.37015 0.38681 0.38929
"984" 984 0.37015 0.38681 0.38929
"985" 985 0.37015 0.38681 0.38929
"986" 986 0.37015 0.38681 0.38929
"987" 987 0.37015 0.38681 0.38929
"988" 988 0.37015 0.38681 0.38929
"989" 989 0.37015 0.38681 0.38929
"990" 990 0.37015 0.38681 0.38929
"991" 991 0.37015 0.38681 0.38929
"992" 992 0.37015 0.38681 0.38929
"993" 993 0.37015 0.38681 0.38929
"994" 994 0.37015 0.38681 0.38929
"995" 995 0.37015 0.38681 0.38929
"996" 996 0.37015 0.38681 0.38929
"997" 997 0.37015 0.38681 0.38929
"998" 998 0.37015 0.38681 0.38929
"999" 999 0.37006 0.38681 0.38929
"1000" 1000 0.37006 0.38681 0.38929
"1001" 1001 0.37006 0.38681 0.38929
"1002" 1002 0.37006 0.38681 0.38929
"1003" 1003 0.37006 0.38681 0.38929
"1004" 1004 0.37006 0.38681 0.38929
"1005" 1005 0.37006 0.38681 0.38929
"1006" 1006 0.37006 0.38681 0.38929
"1007" 1007 0.37006 0.38681 0.38929
"1008" 1008 0.37006 0.38681 0.38929
"1009" 1009 0.37006 0.38681 0.38929
"1010" 1010 0.37006 0.38681 0.38929
"1011" 1011 0.37006 0.38681 0.38929
"1012" 1012 0.37006 0.38681 0.38929
"1013" 1013 0.37006 0.38681 0.38929
"1014" 1014 0.37006 0.38681 0.38929
"1015" 1015 0.37006 0.38681 0.38929
"1016" 1016 0.37006 0.38681 0.38929
"1017" 1017 0.37006 0.38681 0.38929
"1018" 1018 0.37006 0.38681 0.38929
"1019" 1019 0.37006 0.38681 0.38929
"1020" 1020 0.37006 0.38681 0.38929
"1021" 1021 0.37006 0.38681 0.38929
"1022" 1022 0.37006 0.38681 0.38929
"1023" 1023 0.37006 0.38681 0.38929
"1024" 1024 0.37006 0.38681 0.38929
"1025" 1025 0.37006 0.38681 0.38929
"1026" 1026 0.37006 0.38681 0.38929
"1027" 1027 0.37006 0.38681 0.38929
"1028" 1028 0.37006 0.38681 0.38929
"1029" 1029 0.37006 0.38681 0.38929
"1030" 1030 0.37006 0.38681 0.38929
"1031" 1031 0.37006 0.38681 0.38929
"1032" 1032 0.37006 0.38681 0.38929
"1033" 1033 0.37006 0.38681 0.38929
"1034" 1034 0.37006 0.38681 0.38929
"1035" 1035 0.37006 0.38681 0.38929
"1036" 1036 0.37006 0.38681 0.38929
"1037" 1037 0.37006 0.38681 0.38929
"1038" 1038 0.37006 0.38681 0.38929
"1039" 1039 0.37006 0.38681 0.38929
"1040" 1040 0.37006 0.38681 0.38929
"1041" 1041 0.37006 0.38681 0.38929
"1042" 1042 0.37006 0.38681 0.38929
"1043" 1043 0.37006 0.38681 0.38929
"1044" 1044 0.37006 0.38681 0.38929
"1045" 1045 0.37006 0.38681 0.38929
"1046" 1046 0.37006 0.38681 0.38929
"1047" 1047 0.37006 0.38681 0.38929
"1048" 1048 0.36789 0.38681 0.38929
"1049" 1049 0.36789 0.38681 0.38929
"1050" 1050 0.36789 0.38681 0.38929
"1051" 1051 0.36789 0.38681 0.38929
"1052" 1052 0.36789 0.38681 0.38929
"1053" 1053 0.36789 0.38681 0.38929
"1054" 1054 0.36789 0.38681 0.38929
"1055" 1055 0.36789 0.38681 0.38929
"1056" 1056 0.36789 0.38681 0.38929
"1057" 1057 0.36789 0.38681 0.38929
"1058" 1058 0.36789 0.38681 0.38929
"1059" 1059 0.36789 0.38681 0.38929
"1060" 1060 0.36789 0.38681 0.38929
"1061" 1061 0.36789 0.38681 0.38929
"1062" 1062 0.36789 0.38681 0.38929
"1063" 1063 0.36789 0.38681 0.38929
"1064" 1064 0.36789 0.38681 0.38929
"1065" 1065 0.36789 0.38681 0.38929
"1066" 1066 0.36789 0.38681 0.38929
"1067" 1067 0.36789 0.38681 0.38929
"1068" 1068 0.36789 0.38681 0.38929
"1069" 1069 0.36789 0.38681 0.38929
"1070" 1070 0.36789 0.38681 0.38929
"1071" 1071 0.36789 0.38681 0.38929
"1072" 1072 0.36789 0.38681 0.38929
"1073" 1073 0.36789 0.38681 0.38929
"1074" 1074 0.36789 0.38681 0.38929
"1075" 1075 0.36789 0.38681 0.38929
"1076" 1076 0.36789 0.38681 0.38929
"1077" 1077 0.36789 0.38681 0.38929
"1078" 1078 0.36789 0.38681 0.38929
"1079" 1079 0.36789 0.38681 0.38929
"1080" 1080 0.36789 0.38681 0.38929
"1081" 1081 0.36789 0.38681 0.38929
"1082" 1082 0.36789 0.38681 0.38929
"1083" 1083 0.36789 0.38681 0.38929
"1084" 1084 0.36789 0.38681 0.38929
"1085" 1085 0.36789 0.38681 0.38929
"1086" 1086 0.36789 0.38681 0.38929
"1087" 1087 0.36789 0.38681 0.38929
"1088" 1088 0.36789 0.38681 0.38929
"1089" 1089 0.36789 0.38681 0.38929
"1090" 1090 0.36789 0.38681 0.38929
"1091" 1091 0.36789 0.38681 0.38929
"1092" 1092 0.36789 0.38681 0.38929
"1093" 1093 0.36789 0.38681 0.38929
"1094" 1094 0.36789 0.38681 0.38929
"1095" 1095 0.36789 0.38681 0.38929
"1096" 1096 0.36789 0.38681 0.38929
"1097" 1097 0.36789 0.38681 0.38929
"1098" 1098 0.36789 0.38681 0.38929
"1099" 1099 0.36789 0.38681 0.38929
"1100" 1100 0.36789 0.38681 0.38929
"1101" 1101 0.36789 0.38681 0.38929
"1102" 1102 0.36789 0.38681 0.38929
"1103" 1103 0.36789 0.38681 0.38929
"1104" 1104 0.36789 0.38681 0.38929
"1105" 1105 0.36789 0.38681 0.38929
"1106" 1106 0.36789 0.38681 0.38929
"1107" 1107 0.36789 0.38681 0.38929
"1108" 1108 0.36789 0.38681 0.38929
"1109" 1109 0.36789 0.38681 0.38929
"1110" 1110 0.36789 0.38681 0.38929
"1111" 1111 0.36789 0.38681 0.38929
"1112" 1112 0.36789 0.38681 0.38929
"1113" 1113 0.36789 0.38681 0.38929
"1114" 1114 0.36789 0.38681 0.38929
"1115" 1115 0.36789 0.38681 0.38929
"1116" 1116 0.36789 0.38681 0.38929
"1117" 1117 0.36789 0.38681 0.38929
"1118" 1118 0.36789 0.38681 0.38929
"1119" 1119 0.36789 0.38681 0.38929
"1120" 1120 0.36789 0.38681 0.38929
"1121" 1121 0.36789 0.38681 0.38929
"1122" 1122 0.36789 0.38681 0.38929
"1123" 1123 0.36789 0.38681 0.38929
"1124" 1124 0.36789 0.38681 0.38929
"1125" 1125 0.36789 0.38681 0.38929
"1126" 1126 0.36789 0.38681 0.38929
"1127" 1127 0.36789 0.38681 0.38929
"1128" 1128 0.36789 0.38681 0.38929
"1129" 1129 0.36789 0.38681 0.38929
"1130" 1130 0.36789 0.38681 0.38929
"1131" 1131 0.36789 0.38681 0.38929
"1132" 1132 0.36789 0.38681 0.38929
"1133" 1133 0.36789 0.38681 0.38929
"1134" 1134 0.36789 0.38681 0.38929
"1135" 1135 0.36789 0.38681 0.38929
"1136" 1136 0.36789 0.38681 0.38929
"1137" 1137 0.36789 0.38681 0.38929
"1138" 1138 0.36789 0.38681 0.38929
"1139" 1139 0.36789 0.38681 0.38929
"1140" 1140 0.36789 0.38681 0.38929
"1141" 1141 0.36789 0.38681 0.38929
"1142" 1142 0.36789 0.38681 0.38929
"1143" 1143 0.36789 0.38681 0.38929
"1144" 1144 0.36789 0.38681 0.38929
"1145" 1145 0.36789 0.38681 0.38929
"1146" 1146 0.36789 0.38681 0.38929
"1147" 1147 0.36789 0.38681 0.38929
"1148" 1148 0.36789 0.38681 0.38929
"1149" 1149 0.36789 0.38681 0.38929
"1150" 1150 0.36789 0.38681 0.38929
"1151" 1151 0.36789 0.38681 0.38929
"1152" 1152 0.36789 0.38681 0.38929
"1153" 1153 0.36789 0.38681 0.38929
"1154" 1154 0.36789 0.38681 0.38929
"1155" 1155 0.36789 0.38681 0.38929
"1156" 1156 0.36789 0.38681 0.38929
"1157" 1157 0.36789 0.38681 0.38929
"1158" 1158 0.36789 0.38681 0.38929
"1159" 1159 0.36789 0.38681 0.38929
"1160" 1160 0.36789 0.38681 0.38929
"1161" 1161 0.36789 0.38681 0.38929
"1162" 1162 0.36789 0.38681 0.38929
"1163" 1163 0.36789 0.38681 0.38929
"1164" 1164 0.36789 0.38681 0.38929
"1165" 1165 0.36789 0.38681 0.38929
"1166" 1166 0.36789 0.38681 0.38929
"1167" 1167 0.36789 0.38681 0.38929
"1168" 1168 0.36789 0.38681 0.38929
"1169" 1169 0.36789 0.38681 0.38929
"1170" 1170 0.36789 0.38681 0.38929
"1171" 1171 0.36789 0.38681 0.38929
"1172" 1172 0.36789 0.38681 0.38929
"1173" 1173 0.36789 0.38681 0.38929
"1174" 1174 0.36789 0.38681 0.38929
"1175" 1175 0.36789 0.38681 0.38929
"1176" 1176 0.36789 0.38681 0.38929
"1177" 1177 0.36789 0.38681 0.38929
"1178" 1178 0.36789 0.38681 0.38929
"1179" 1179 0.36789 0.38681 0.38929
"1180" 1180 0.36789 0.38681 0.38929
"1181" 1181 0.36789 0.38681 0.38929
"1182" 1182 0.36789 0.38681 0.38929
"1183" 1183 0.36789 0.38681 0.38929
"1184" 1184 0.36789 0.38681 0.38929
"1185" 1185 0.36789 0.38681 0.38929
"1186" 1186 0.36789 0.38681 0.38929
"1187" 1187 0.36789 0.38681 0.38929
"1188" 1188 0.36789 0.38681 0.38929
"1189" 1189 0.36789 0.38681 0.38929
"1190" 1190 0.36789 0.38681 0.38929
"1191" 1191 0.36789 0.38681 0.38929
"1192" 1192 0.36789 0.38681 0.38929
"1193" 1193 0.36789 0.38681 0.38929
"1194" 1194 0.36789 0.38681 0.38929
"1195" 1195 0.36789 0.38681 0.38929
"1196" 1196 0.36789 0.38681 0.38929
"1197" 1197 0.36789 0.38681 0.38929
"1198" 1198 0.36789 0.38681 0.38929
"1199" 1199 0.36789 0.38681 0.38929
"1200" 1200 0.36789 0.38681 0.38929
"1201" 1201 0.36789 0.38681 0.38929
"1202" 1202 0.36789 0.38681 0.38929
"1203" 1203 0.36789 0.38681 0.38929
"1204" 1204 0.36789 0.38681 0.38929
"1205" 1205 0.36789 0.38681 0.38929
"1206" 1206 0.36789 0.38681 0.38929
"1207" 1207 0.36789 0.38681 0.38929
"1208" 1208 0.36789 0.38681 0.38929
"1209" 1209 0.36789 0.38681 0.38929
"1210" 1210 0.36789 0.38681 0.38929
"1211" 1211 0.36789 0.38681 0.38929
"1212" 1212 0.36789 0.38681 0.38929
"1213" 1213 0.36789 0.38681 0.38929
"1214" 1214 0.36789 0.38681 0.38929
"1215" 1215 0.36789 0.38681 0.38929
"1216" 1216 0.36789 0.38681 0.38929
"1217" 1217 0.36789 0.38681 0.38929
"1218" 1218 0.36789 0.38681 0.38929
"1219" 1219 0.36789 0.38681 0.38929
"1220" 1220 0.36789 0.38681 0.38929
"1221" 1221 0.36789 0.38681 0.38929
"1222" 1222 0.36789 0.38681 0.38929
"1223" 1223 0.36789 0.38681 0.38929
"1224" 1224 0.36789 0.38681 0.38929
"1225" 1225 0.36789 0.38681 0.38929
"1226" 1226 0.36789 0.38681 0.38929
"1227" 1227 0.36789 0.38681 0.38929
"1228" 1228 0.36789 0.38681 0.38929
"1229" 1229 0.36789 0.38681 0.38929
"1230" 1230 0.36789 0.38681 0.38929
"1231" 1231 0.36789 0.38681 0.38929
"1232" 1232 0.36789 0.38681 0.38929
"1233" 1233 0.36789 0.38681 0.38929
"1234" 1234 0.36789 0.38681 0.38929
"1235" 1235 0.36789 0.38681 0.38929
"1236" 1236 0.36789 0.38681 0.38929
"1237" 1237 0.36789 0.38681 0.38929
"1238" 1238 0.36789 0.38681 0.38929
"1239" 1239 0.36789 0.38667 0.38929
"1240" 1240 0.36789 0.38667 0.38929
"1241" 1241 0.36789 0.38667 0.38929
"1242" 1242 0.36789 0.38667 0.38929
"1243" 1243 0.36789 0.38667 0.38929
"1244" 1244 0.36789 0.38667 0.38929
"1245" 1245 0.36789 0.38667 0.38929
"1246" 1246 0.36789 0.38667 0.38929
"1247" 1247 0.36789 0.38667 0.38929
"1248" 1248 0.36789 0.38667 0.38929
"1249" 1249 0.36789 0.38667 0.38929
"1250" 1250 0.36789 0.38667 0.38929
"1251" 1251 0.36789 0.38667 0.38929
"1252" 1252 0.36789 0.38667 0.38929
"1253" 1253 0.36789 0.38667 0.38929
"1254" 1254 0.36789 0.38667 0.38929
"1255" 1255 0.36789 0.38667 0.38929
"1256" 1256 0.36789 0.38667 0.38929
"1257" 1257 0.36789 0.38667 0.38929
"1258" 1258 0.36789 0.38667 0.38929
"1259" 1259 0.36789 0.38667 0.38929
"1260" 1260 0.36789 0.38667 0.38929
"1261" 1261 0.36789 0.38667 0.38929
"1262" 1262 0.36789 0.38667 0.38929
"1263" 1263 0.36789 0.38667 0.38929
"1264" 1264 0.36789 0.38667 0.38929
"1265" 1265 0.36789 0.38667 0.38929
"1266" 1266 0.36789 0.38667 0.38929
"1267" 1267 0.36765 0.38667 0.38929
"1268" 1268 0.36765 0.38667 0.38929
"1269" 1269 0.36765 0.38667 0.38929
"1270" 1270 0.36765 0.38667 0.38929
"1271" 1271 0.36765 0.38667 0.38929
"1272" 1272 0.36765 0.38667 0.38929
"1273" 1273 0.36765 0.38667 0.38929
"1274" 1274 0.36765 0.38667 0.38929
"1275" 1275 0.36765 0.38667 0.38929
"1276" 1276 0.36765 0.38667 0.38909
"1277" 1277 0.36765 0.38667 0.38909
"1278" 1278 0.36765 0.38667 0.38909
"1279" 1279 0.36765 0.38667 0.38909
"1280" 1280 0.36765 0.38667 0.38909
"1281" 1281 0.36765 0.38667 0.38909
"1282" 1282 0.36765 0.38667 0.38909
"1283" 1283 0.36765 0.38667 0.38909
"1284" 1284 0.36765 0.38667 0.38909
"1285" 1285 0.36765 0.38667 0.38909
"1286" 1286 0.36765 0.38667 0.38909
"1287" 1287 0.36765 0.38667 0.38909
"1288" 1288 0.36765 0.38667 0.38909
"1289" 1289 0.36765 0.38667 0.38909
"1290" 1290 0.36765 0.38667 0.38909
"1291" 1291 0.36765 0.38667 0.38909
"1292" 1292 0.36765 0.38667 0.38909
"1293" 1293 0.36765 0.38667 0.38909
"1294" 1294 0.36765 0.38667 0.38909
"1295" 1295 0.36765 0.38667 0.38909
"1296" 1296 0.36765 0.38667 0.38909
"1297" 1297 0.36765 0.38667 0.38909
"1298" 1298 0.36765 0.38667 0.38909
"1299" 1299 0.36765 0.38667 0.38909
"1300" 1300 0.36765 0.38667 0.38909
